Time,NDVI,P,LST
2002-07-01,0.023721494229443103,0.16110624521073091,-1.3652353861245765
2002-07-11,0.01682097042899534,-0.13451987213219516,-0.6145064572253859
2002-07-21,0.0034954975168389013,-0.03736711971192478,0.8306038638195358
2002-08-01,0.046128573546926656,0.2102762469801332,-2.515021611409015
2002-08-11,0.0358039754700948,0.3162067340107341,-2.515021611409015
2002-08-21,0.025353745164641416,0.519073422434946,-0.9387593556599444
2002-09-01,0.03933532643749053,0.03550950334553258,-1.9773205446909712
2002-09-11,0.02356114355196436,0.23009167921291776,-1.9502820394125329
2002-09-21,0.00956355502088386,0.4485738400863596,0.7929167460246258
2002-10-01,0.011703322989394863,-1.2308892869805714,-2.097256005528461
2002-10-11,0.01420373891491488,-1.2424843831952797,-0.8246342073003929
2002-10-21,0.02574358449642917,2.9946829974651337,-4.1838946514819035
2002-11-01,0.0044781280210219225,2.0446747756866093,0.34642529774861164
2002-11-11,0.03415581530117127,-2.1415205260357224,-1.7691034753638577
2002-11-21,0.06360527154910996,-3.4146888658224817,-0.4067074879106269
2002-12-01,-0.028284126376531212,-36.25735213957637,28.554613389164572
2002-12-11,0.011315526014350985,-22.924098853605344,28.871719659092914
2002-12-21,0.06977708404322705,115.50983741484491,-246.79277625836826
2003-01-01,0.014750981187245932,14.111112617584595,19.669796564492835
2003-01-11,0.07302828079246614,-25.538506013801303,21.516308428293254
2003-01-21,0.09319611234837268,-32.06445494042822,24.658027097403284
2003-02-01,0.04856828465519181,-20.630513179733093,37.17500918744558
2003-02-11,0.03545923908072782,16.32972239298993,-724.8514847610936
2003-02-21,0.027689921568675214,-33.23459570091891,35.3878775447248
2003-03-01,0.011459594031414356,-39.51908784889313,31.22720058854804
2003-03-11,0.013582781854882296,-31.03784283097968,28.903905707669548
2003-03-21,0.017403844250253885,30.085398570600766,25.68643392999488
2003-04-01,0.015293811100075043,-21.723712875182365,17.154801747885095
2003-04-11,0.005150871104504688,-30.12284178906177,18.634359106960066
2003-04-21,-0.01608524552310806,-22.70119386695954,19.942100984504425
2003-05-01,0.01401600816163672,26.17373451123755,6.0582622849797625
2003-05-11,-0.010924631572631469,-4.357115066195109,5.695823669433594
2003-05-21,-0.032153382358780826,-1.6466815184397867,-115.55143225336651
2003-06-01,0.04662351220487112,0.5009868504438187,-0.10758519459919758
2003-06-11,0.011727330196334654,-0.3929582345938248,-0.2123957024999412
2003-06-21,-0.02520210053547319,-0.6044967605428664,-1.3480238627238446
2003-07-01,0.042846753295645655,0.22183245546128375,-1.6273561500641236
2003-07-11,0.01588794553136251,-0.17746048124439756,-0.7232472063547157
2003-07-21,-0.008614537945712906,-0.13562275927109896,1.1638122926275414
2003-08-01,0.01833288604954639,-0.2253079272280976,-2.240457259028791
2003-08-11,-0.001523805669991367,-0.21853748455054808,2.9933930592364577
2003-08-21,-0.015499392905867243,-0.04724124446428539,2.6147982126258937
2003-09-01,0.003348448908472636,-0.3647876066346484,-1.5590094600815372
2003-09-11,-0.0023398616586823057,-0.3166355181440532,-0.7905128433043698
2003-09-21,-0.006436792841876845,0.0031106006129678477,0.3016859077545534
2003-10-01,5.457361778580999e-05,-1.4639127879257658,-0.6183754105165781
2003-10-11,0.002704337777861629,1.6335536015320973,0.7406580361975245
2003-10-21,0.01130816196820822,1.3131431168820484,-0.6501332478350904
2003-11-01,-0.021378528461398847,-12.419539733105395,2.6121930501547204
2003-11-11,-0.013729056859590921,-12.864463696996848,1.9577717608716116
2003-11-21,-0.007379134376365019,-10.763330738228488,2.024263083216656
2003-12-01,-0.11166396054876856,-29.850659037210857,31.886329696839113
2003-12-11,-0.06959373548806431,30.718375010662772,26.96250304256577
2003-12-21,-0.007254173777189598,-30.729476354208337,28.46180072462702
2004-01-01,-0.06386732372892909,-33.15548251048628,25.07164925265025
2004-01-11,-0.01696358208196709,15.65167162791792,24.764087263360075
2004-01-21,0.009830952767866205,-6.198765019336379,26.801752044493888
2004-02-01,-0.012735385133559443,25.72328372173999,31.58538776995188
2004-02-11,0.0036198661988040047,-12.626398017607539,33.78093843574984
2004-02-21,0.025568398725555604,22.392178799732623,30.883676069328583
2004-03-01,0.034305002315934884,-7.186467917568714,26.104984972850385
2004-03-11,0.04729208170649517,19.658760645303378,23.69973598618105
2004-03-21,0.047181569668183834,-25.57344489499747,24.75421535537903
2004-04-01,0.03860924042851092,23.63381974093885,14.697043844016203
2004-04-11,0.03293652347771518,11.402117798127325,14.047439253473856
2004-04-21,0.022615938301546026,-21.754403275179573,14.166524749204335
2004-05-01,0.05541181133454105,-5.456172282437245,4.662999899990587
2004-05-11,0.015335545841469822,-5.667865460177502,5.925921221813524
2004-05-21,-0.038564087396644686,-4.798391184174871,5.78820083802005
2004-06-01,0.010674117559410005,0.29580387871927755,0.7430391886148108
2004-06-11,-0.04134154068418296,-0.40941202802329146,0.8211704621832054
2004-06-21,-0.08164123957415663,-0.5675760556078959,-0.9081971731530616
2004-07-01,-0.012908031423407865,0.08931347283433723,-0.25562470217785205
2004-07-11,-0.03547291116542127,-0.1620678111955704,0.22040482026984887
2004-07-21,-0.05102402115442667,-0.14225870361888268,3.867198001907533
2004-08-01,-0.01108053434325988,-0.1778207168383099,-0.21559602668486447
2004-08-11,-0.01827243724501277,-0.16363415514439006,0.6421344251517789
2004-08-21,-0.021600312138178264,-0.04891600789924855,2.019629512924746
2004-09-01,0.003670060670519449,-0.31527571671878,-0.4371866433017225
