Time,SM,TMP,P,LST,NDVI,RefET
2002-07-01,0.28426710831508484,27.88829293983645,59.26135331279826,33.911224797086895,140.80220735040962,50.18531575678494
2002-07-11,0.3383612027266276,25.340616837987362,64.89256740708879,27.723898062487496,144.48571003093875,39.12274979131241
2002-07-21,0.37636988029647067,23.51825111317185,140.43467814710263,26.676333572665314,148.5944860103638,38.70115827421615
2002-08-01,0.3989778387177023,22.908067748231712,86.25443624614704,25.42489403598713,154.26497652202926,33.831214971619474
2002-08-11,0.4019579506627312,23.856382696455054,89.73222853873939,25.42489403598713,161.2636561432296,37.30371500154069
2002-08-21,0.3982988957847868,24.60665855767592,87.01774011082405,27.84997049881763,167.67648705125177,44.982414276452076
2002-09-01,0.4026942757583372,24.2989571743577,50.78710601529021,27.023005115375373,171.24916274078453,40.53951204305068
2002-09-11,0.38168428167499946,25.08894107798039,31.1243699853311,28.53462247000229,171.1848334546359,45.70584480717497
2002-09-21,0.3488018637638529,25.587001106488408,28.022208978544988,29.160409456957378,168.69989370464316,46.91851129043456
2002-10-01,0.30702713258423897,25.983719578971762,7.910271299174532,32.258159406101605,164.02808064463326,50.295470965197794
2002-10-11,0.2721439838770908,26.967233205419987,8.937715630887974,34.407502937831005,157.94229824138137,50.35671382708691
2002-10-21,0.2527455320416114,27.02691852950021,13.158434181923491,34.364640639477344,151.96945104059182,53.35090234144678
2002-11-01,0.23902180790901184,27.75182453577088,4.161860643853395,36.45335921829923,146.39068252892508,49.93079402440321
2002-11-11,0.20356149443317292,27.625945358584836,1.88236565838224,37.50111360627043,141.78701762690378,45.74249081984364
2002-11-21,0.19825393808980515,27.359849222908124,1.8154992078269208,35.581498305431275,138.17824981154774,43.68717874285345
2002-12-01,0.18831005196446035,26.415115194500622,3.9573465798281116,37.68122314699898,135.67554549965254,45.91749004148088
2002-12-11,0.19559822510676889,25.276827460029374,4.95078923756433,35.09982676390368,134.01058166174874,41.673689451500415
2002-12-21,0.2026232332392844,24.497391191775588,4.368823676694473,36.39379569646474,132.97652475403325,45.04630266945317
2003-01-01,0.19288513581363526,27.886579962490373,2.4047069940659007,39.20441541606878,131.91693757764335,44.69420234524474
2003-01-11,0.1754089986791416,28.44223834965505,2.7804916458001654,41.13536998722829,130.8689116808833,47.82643703019538
2003-01-21,0.1869522635223103,28.63917904029898,4.742932534785379,40.85551013038272,129.48201252424798,52.60475773195021
2003-02-01,0.17822070326529393,28.521756448551102,5.807264689706996,44.362616830942585,128.27925758621322,54.101732412325276
2003-02-11,0.16635665161674526,29.588205744944464,6.202364375513066,44.09758012992186,127.42328054207523,55.05867715952348
2003-02-21,0.1959621584334341,27.435656066167926,7.147213477663662,40.43712995097813,126.989331013167,39.732549145756934
2003-03-01,0.2276060811921853,29.230680354111858,11.222172906160749,45.496783621132785,126.99574602607157,57.85105672823329
2003-03-11,0.19388703904589827,28.95252045871449,11.888826104732141,42.83484932516708,127.37237722176272,55.8563062291567
2003-03-21,0.2089979712857681,28.912231678865396,13.354704741008428,43.0064346832483,127.62475664826479,62.392914472307474
2003-04-01,0.204222068231122,31.109098003672905,8.504946275372184,47.70980115618025,127.75417753466131,67.42337303421124
2003-04-11,0.19734139393786995,29.721392596497825,17.072802856142573,43.4462880867679,127.5715422753574,59.63237452604333
2003-04-21,0.2256471555046484,28.966448686560806,15.743722720373244,40.087287609593396,127.29801994894638,57.315333738781156
2003-05-01,0.22059897064757186,29.555958424782265,6.383256115880952,41.529309201402725,126.76909508737577,63.32792474655878
2003-05-11,0.1959677368807955,30.396749130560426,6.4910818635200975,45.15966045094185,126.26623740682794,66.91958935795998
2003-05-21,0.1978461810926191,30.25807419082745,11.591354760020769,41.13190724638854,125.67863068872568,73.9872242622635
2003-06-01,0.2422750706575355,30.20384175826092,31.046062771154908,38.42946978458742,125.82117593985836,58.809713361052424
2003-06-11,0.2413417897865075,27.934881495780694,32.82752240948937,35.38147033899009,127.43863688358644,49.447708020891454
2003-06-21,0.28268295522449777,24.509703528475598,55.06169444168506,30.432636651538672,131.44327370779854,37.539833486647844
2003-07-01,0.35715700594746336,24.92691453946691,97.56607115349802,27.252712786927514,137.33030167144986,33.852949702983
2003-07-11,0.3792584873786589,25.15545382078002,93.31124445597332,26.24980152156077,144.34681433852842,34.824448322114485
2003-07-21,0.3862877555850412,23.7499787337115,90.60604515854193,26.146009092266056,151.1058122492161,33.13590148614377
2003-08-01,0.4005219410471365,23.68830921147145,88.43209626593556,24.874758307534794,156.85310264120295,31.382912299746557
2003-08-11,0.4127330136136944,24.08622973695093,108.57658556983583,25.055882901561503,161.0680474313749,33.32367556824976
2003-08-21,0.4187014136590114,24.285534182697734,110.68264223994042,24.65588403688807,164.09559910573117,37.621098786957404
2003-09-01,0.4137395965809725,24.11895273429196,53.17495250701904,25.515862750358323,166.4150256098533,38.72592865301638
2003-09-11,0.3960321968104564,24.707802488365957,32.05587624400651,26.83000224496232,167.6904715090382,41.78414578080989
2003-09-21,0.3865850311152789,25.300086572867674,61.097402869114255,27.824664983944015,167.0676363886619,40.71884970373037
2003-10-01,0.3587595607147736,26.322425582781943,6.518572626876183,30.10735181172689,164.80078652310533,49.60945810330968
2003-10-11,0.3098449947679935,27.13455193448229,7.779636188915798,32.535658513283245,160.66185968100618,48.58603401962592
2003-10-21,0.26000701898620243,27.434807776107267,6.423931179727827,34.521109610836525,155.17068819837505,54.9974813240726
2003-11-01,0.22835158243471265,26.522920912139266,3.7041813526834764,34.99959147965827,149.27296938733988,46.639964024550245
2003-11-11,0.22255847381085767,27.583166000470012,3.541236039514647,35.507499476841524,144.2479315102506,47.22677923189539
2003-11-21,0.19862853315006307,27.5642696925572,2.894157574565496,37.80126557901603,140.46740971779334,45.18037334623791
2003-12-01,0.20622670486265302,26.903861563546318,4.3038653698198654,35.392768769037154,137.7374715273072,41.38652076202185
2003-12-11,0.20511167160913246,27.125152873344163,2.2271321517920213,38.536669023993866,135.62564986871215,44.01720084365533
2003-12-21,0.1827021096636649,27.474192034143982,2.9334026727335685,38.96856118286548,133.67190141742734,49.4252061597344
2004-01-01,0.1711224357218578,27.850673515056737,2.3349391253799974,41.94291836442618,131.6563909175478,46.563030690160296
2004-01-11,0.17226203762251754,26.972131639677905,2.863298705189393,37.71436805725098,130.10422835777547,44.4372452650399
2004-01-21,0.17940125991558206,27.366491567677464,4.975107831937333,40.134967559288285,129.09883441793508,51.17541528636011
2004-02-01,0.20559266941300755,24.763391364525102,4.344309608499231,40.51024861434411,128.38539115116515,49.035291900634775
2004-02-11,0.1887397363268096,26.996760269691205,4.2346846483004725,46.402394669631434,127.67323612607757,56.552886894489156
2004-02-21,0.1805806476083295,26.436812775710532,3.317520623347438,42.705504326655955,126.8939930567248,51.85060653686524
2004-03-01,0.17762080607743103,29.555580531153183,5.668269154476002,45.80268167956122,126.247156603583,61.837831152554216
2004-03-11,0.1787004385117827,28.489815263419317,8.181873516846156,43.98628536882072,125.84487091064452,55.53579847664669
2004-03-21,0.19560863301671785,29.847989257286333,15.316830078353142,45.751599381545496,125.99666762779499,67.37333948069606
2004-04-01,0.26141853059160297,25.917566717739764,24.206421506715582,38.294779749903185,126.75735772494612,48.51053831166234
2004-04-11,0.2391388076338275,26.513185174876245,18.49908020045223,41.85999181813207,127.79780362885572,53.1395529516812
2004-04-21,0.23891267482576697,28.276748252079404,18.62010153203175,43.3112129948057,128.64749695876552,59.958597548912316
2004-05-01,0.2383586830722875,29.37714163155391,7.123233636658767,43.51985163984628,128.8980709102236,62.00286647928172
2004-05-11,0.19628553696747486,31.36809065983213,6.573772255470012,46.30702873229981,128.09294629327178,69.88466917366817
2004-05-21,0.1900065374785456,29.625119907773772,9.36925022125244,40.93340234164535,126.67048175680227,70.1171358463682
2004-06-01,0.2061008948704292,29.30659325961409,28.74715356662356,39.90823302170326,125.82071012299637,55.11791035619275
