Time,SM,TMP,P,LST,NDVI,RefET
2002-07-01,0.32301363721489906,30.75599002838135,27.587788009643553,32.34792022705078,169.3372932434082,44.61482601165771
2002-07-11,0.3143072783946991,30.56439237594605,42.907549667358396,31.711006450653077,170.1362342834473,41.058092498779295
2002-07-21,0.3436318010091782,30.35050764083862,54.5387020111084,31.437280464172364,170.64814910888668,48.864485931396494
2002-08-01,0.3499790444970131,30.14836444854736,69.04590740203858,29.426198482513428,171.58582687377933,39.76845016479492
2002-08-11,0.35064541548490524,30.905971908569327,46.54121932983399,29.426198482513428,172.67796020507814,46.510367202758786
2002-08-21,0.3627388447523117,30.09225654602051,61.87024822235107,30.319770526885986,173.50226898193358,46.11067485809326
2002-09-01,0.3544822558760643,31.80195446014404,43.384539794921885,30.95497922897339,173.722509765625,48.63527793884278
2002-09-11,0.34663637578487394,31.00260171890259,28.78507480621338,31.63371324539185,173.0131500244141,43.66094856262207
2002-09-21,0.3303562454879284,31.62597484588623,51.79432830810547,32.54941091537476,171.36027984619142,45.550089073181155
2002-10-01,0.37082934081554414,29.965464687347414,67.54451980590821,29.32071590423584,170.02214584350585,36.9363655090332
2002-10-11,0.3485502749681473,31.416021060943603,21.123679542541502,30.99462804794312,169.27530975341796,45.08173522949219
2002-10-21,0.3498385429382324,30.768691730499267,51.98898448944092,29.871558284759523,169.19856414794918,45.82147216796875
2002-11-01,0.35607717782258985,30.640547466278075,47.43322925567627,28.197821617126465,168.98172531127932,46.49032936096192
2002-11-11,0.3527074038982391,30.89038543701172,29.635930728912353,30.24617681503296,168.32423019409183,45.95221824645997
2002-11-21,0.3210933424532413,32.3866943359375,16.60361452102661,31.146143627166747,166.93713989257813,50.09983081817627
2002-12-01,0.302495077252388,32.32859830856323,26.093564891815184,31.07552652359009,164.565771484375,53.35259284973144
2002-12-11,0.305140221118927,31.13452606201172,18.438433361053466,30.32668466567993,161.3760719299316,45.82590675354004
2002-12-21,0.2649107471108437,31.82264986038208,9.036355638504027,32.71378831863403,157.33933486938474,60.76817569732666
2003-01-01,0.214127726460758,33.3395353618421,3.003427944685284,37.477258481477435,152.7775549637644,56.790835731907904
2003-01-11,0.18345398338217486,34.35708718550833,2.9622895592137386,40.10564402530068,147.9359138890317,59.870614704332844
2003-01-21,0.19937042264561905,34.735076101202715,4.956317023227089,40.57570447419819,143.21909693667763,65.78072778802171
2003-02-01,0.19355713536864835,33.849766379908516,2.1338542135138256,41.46931437442177,138.89460111919206,70.33724533884147
2003-02-11,0.17457305992904462,35.796267459267064,5.830240701374255,41.39376529894377,136.10974281712583,72.08413053813733
2003-02-21,0.20638900054128548,35.307043276335065,14.696101339239824,47.27759552001953,136.12447959498354,58.850331758197996
2003-03-01,0.2412500687335667,36.97308168913189,11.600108648601331,43.12465406719007,138.88037189684417,78.91608810424805
2003-03-11,0.2498861794408999,34.93807039762798,13.28210735321045,42.278446799830384,143.20617434853003,67.19702931454307
2003-03-21,0.3273681213981227,30.964810421592308,66.39884266100432,41.052698838083366,147.00624486019737,57.580759550395754
2003-04-01,0.29320336878299713,35.04024626079359,15.586391198007686,40.21033989755731,149.56948210063734,65.41909508956104
2003-04-11,0.3452378668283161,32.79142128793817,94.74034198961759,39.36657534147564,152.69537835372122,48.956794939543066
2003-04-21,0.3735601227534445,29.49775806226229,70.01282220137746,32.78319700140702,158.91903766832854,41.58519443712736
2003-05-01,0.3620568466813941,30.053387993260433,47.30087380660208,32.207963642321126,166.4956737317537,40.97404419748407
2003-05-11,0.3660408681944797,30.743002941733913,31.796363529406094,30.912975813213148,173.44159738641036,48.16696407920436
2003-05-21,0.33291870120324585,31.587735226279808,38.9735635456286,32.343596709401986,175.59741130628086,52.20296277497944
2003-06-01,0.3323976044592105,29.710766742103978,26.699782622487923,31.129699004323854,175.7231541683799,38.29306150737562
2003-06-11,0.3310068390871349,30.1531992460552,43.17562484741211,31.28603543733296,174.04501985248763,42.549416391473066
2003-06-21,0.34304213523864746,28.19768614518015,32.05215755261873,29.16725730895996,173.1918342991879,37.4714826282702
2003-07-01,0.3571369679350602,27.90300650345652,46.741607063695014,29.357618733456263,172.4977987189042,39.91143437435753
2003-07-11,0.3263041620191775,30.16681610910516,20.404913701509173,28.992724067286442,172.06439208984375,48.738337065044206
2003-07-21,0.3274411943398024,29.57692577964381,53.392299049779,30.608249463533102,171.08210031609786,45.811102415386
2003-08-01,0.3479642397479007,30.799446407117337,46.56621732209858,30.288250069869193,170.62779637386924,46.49926175569233
2003-08-11,0.3582826884169328,29.12039786890933,78.64943112825092,30.680109827142008,171.0113878752056,40.60978999890779
